No,Snort,Time,Source,Destination,Protocol,Length,Info
2090,0,23:44.8,192.168.253.136,192.168.253.140,TCP,66,80  >  32822 [ACK] Seq=1 Ack=19 Win=65152 Len=0 TSval=1917816544 TSecr=2740577057
2091,0,23:44.8,192.168.253.140,192.168.253.136,TDS,110,Unknown Packet Type: 128
2092,0,23:44.8,192.168.253.136,192.168.253.140,TCP,66,139  >  38940 [ACK] Seq=1 Ack=19 Win=65152 Len=0 TSval=1917816544 TSecr=2740577057
2093,0,23:44.8,192.168.253.136,192.168.253.140,TCP,66,445  >  54688 [ACK] Seq=1 Ack=169 Win=65024 Len=0 TSval=1917816544 TSecr=2740577057
2094,0,23:44.8,192.168.253.136,192.168.253.140,TCP,66,1234  >  47500 [ACK] Seq=1 Ack=19 Win=65152 Len=0 TSval=1917816544 TSecr=2740577058
2095,0,23:44.8,192.168.253.136,192.168.253.140,TCP,66,1433  >  47250 [ACK] Seq=1 Ack=45 Win=65152 Len=0 TSval=1917816544 TSecr=2740577058
2096,0,23:44.8,192.168.253.136,192.168.253.140,TCP,2962,"80  >  32822 [PSH, ACK] Seq=1 Ack=19 Win=65152 Len=2896 TSval=1917816545 TSecr=2740577057 [TCP segment of a reassembled PDU]"
2097,0,23:44.8,192.168.253.136,192.168.253.140,TCP,2962,"80  >  32822 [PSH, ACK] Seq=2897 Ack=19 Win=65152 Len=2896 TSval=1917816545 TSecr=2740577057 [TCP segment of a reassembled PDU]"
2098,0,23:44.8,192.168.253.136,192.168.253.140,TCP,2962,"80  >  32822 [PSH, ACK] Seq=5793 Ack=19 Win=65152 Len=2896 TSval=1917816545 TSecr=2740577057 [TCP segment of a reassembled PDU]"
2099,0,23:44.8,192.168.253.136,192.168.253.140,HTTP,2570,HTTP/1.1 200 OK  (text/html)
2100,0,23:44.8,192.168.253.140,192.168.253.136,TCP,66,32822  >  80 [ACK] Seq=19 Ack=2897 Win=63488 Len=0 TSval=2740577059 TSecr=1917816545
2101,0,23:44.8,192.168.253.136,192.168.253.140,TCP,66,"80  >  32822 [FIN, ACK] Seq=11193 Ack=19 Win=65152 Len=0 TSval=1917816545 TSecr=2740577057"
2102,0,23:44.8,192.168.253.140,192.168.253.136,TCP,66,32822  >  80 [ACK] Seq=19 Ack=5793 Win=61440 Len=0 TSval=2740577059 TSecr=1917816545
2103,0,23:44.8,192.168.253.140,192.168.253.136,TCP,66,32822  >  80 [ACK] Seq=19 Ack=8689 Win=61440 Len=0 TSval=2740577059 TSecr=1917816545
2104,0,23:44.8,192.168.253.140,192.168.253.136,TCP,66,32822  >  80 [ACK] Seq=19 Ack=11193 Win=61440 Len=0 TSval=2740577059 TSecr=1917816545
2105,0,23:44.8,192.168.253.136,192.168.253.140,SMB,107,Negotiate Protocol Response
2106,0,23:44.8,192.168.253.140,192.168.253.136,TCP,66,54688  >  445 [ACK] Seq=169 Ack=42 Win=64256 Len=0 TSval=2740577064 TSecr=1917816550
2107,0,23:44.8,192.168.253.140,192.168.253.136,TCP,66,"32822  >  80 [RST, ACK] Seq=19 Ack=11194 Win=64128 Len=0 TSval=2740577070 TSecr=1917816545"
2108,0,23:44.8,192.168.253.140,192.168.253.136,TCP,66,"54688  >  445 [FIN, ACK] Seq=169 Ack=42 Win=64256 Len=0 TSval=2740577070 TSecr=1917816550"
2109,0,23:44.8,192.168.253.136,192.168.253.140,TCP,66,"1433  >  47250 [FIN, ACK] Seq=1 Ack=45 Win=65152 Len=0 TSval=1917816558 TSecr=2740577058"
2110,0,23:44.8,192.168.253.140,192.168.253.136,TCP,66,"47250  >  1433 [FIN, ACK] Seq=45 Ack=2 Win=64256 Len=0 TSval=2740577072 TSecr=1917816558"
2111,1,23:44.8,192.168.253.140,192.168.253.136,TCP,74,47252  >  1433 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2740577072 TSecr=0 WS=128
2112,1,23:45.0,192.168.253.140,192.168.253.136,ICMP,98,"Echo (ping) request  id=0x3212, seq=8/2048, ttl=64 (no response found!)"
2113,1,23:45.0,192.168.253.140,192.168.253.136,ICMP,98,"Echo (ping) request  id=0x3212, seq=8/2048, ttl=64 (no response found!)"
2114,1,23:46.0,192.168.253.140,192.168.253.136,ICMP,98,"Echo (ping) request  id=0x3212, seq=9/2304, ttl=64 (no response found!)"
2115,1,23:46.0,192.168.253.140,192.168.253.136,ICMP,98,"Echo (ping) request  id=0x3212, seq=9/2304, ttl=64 (no response found!)"
2116,1,23:47.0,192.168.253.140,192.168.253.136,ICMP,98,"Echo (ping) request  id=0x3212, seq=10/2560, ttl=64 (no response found!)"
2117,1,23:47.0,192.168.253.140,192.168.253.136,ICMP,98,"Echo (ping) request  id=0x3212, seq=10/2560, ttl=64 (no response found!)"
2118,1,23:48.1,192.168.253.140,192.168.253.136,ICMP,98,"Echo (ping) request  id=0x3212, seq=11/2816, ttl=64 (no response found!)"
2119,1,23:48.1,192.168.253.140,192.168.253.136,ICMP,98,"Echo (ping) request  id=0x3212, seq=11/2816, ttl=64 (no response found!)"
2120,1,23:49.1,192.168.253.140,192.168.253.136,ICMP,98,"Echo (ping) request  id=0x3212, seq=12/3072, ttl=64 (no response found!)"
2121,1,23:49.1,192.168.253.140,192.168.253.136,ICMP,98,"Echo (ping) request  id=0x3212, seq=12/3072, ttl=64 (no response found!)"
2122,0,23:44.8,192.168.253.136,192.168.253.140,TCP,66,1433  >  47250 [ACK] Seq=2 Ack=46 Win=65152 Len=0 TSval=1917816558 TSecr=2740577072
2123,0,23:44.8,192.168.253.136,192.168.253.140,TCP,74,"1433  >  47252 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1917816558 TSecr=2740577072 WS=128"
2124,0,23:44.8,192.168.253.140,192.168.253.136,TCP,66,47252  >  1433 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2740577072 TSecr=1917816558
2125,0,23:44.8,192.168.253.140,192.168.253.136,TDS,118,TDS7 pre-login message
2126,0,23:44.8,192.168.253.136,192.168.253.140,TCP,66,1433  >  47252 [ACK] Seq=1 Ack=53 Win=65152 Len=0 TSval=1917816558 TSecr=2740577072
2127,0,23:44.8,192.168.253.136,192.168.253.140,HTTP,3947,HTTP/1.1 400 Bad Request  (text/html)
2128,0,23:44.8,192.168.253.140,192.168.253.136,TCP,66,47500  >  1234 [ACK] Seq=19 Ack=3882 Win=62592 Len=0 TSval=2740577073 TSecr=1917816559
2129,0,23:44.8,192.168.253.136,192.168.253.140,TCP,66,"1234  >  47500 [FIN, ACK] Seq=3882 Ack=19 Win=65152 Len=0 TSval=1917816559 TSecr=2740577073"
2130,0,23:44.8,192.168.253.136,192.168.253.140,TDS,103,Response
2131,0,23:44.8,192.168.253.140,192.168.253.136,TCP,66,47252  >  1433 [ACK] Seq=53 Ack=38 Win=64256 Len=0 TSval=2740577075 TSecr=1917816561
2132,0,23:44.8,192.168.253.140,192.168.253.136,TCP,66,"47500  >  1234 [FIN, ACK] Seq=19 Ack=3883 Win=64128 Len=0 TSval=2740577077 TSecr=1917816559"
2133,0,23:44.8,192.168.253.136,192.168.253.140,TCP,66,1234  >  47500 [ACK] Seq=3883 Ack=20 Win=65152 Len=0 TSval=1917816563 TSecr=2740577077
2134,0,23:44.8,192.168.253.140,192.168.253.136,TCP,66,"47252  >  1433 [FIN, ACK] Seq=53 Ack=38 Win=64256 Len=0 TSval=2740577077 TSecr=1917816561"
2135,0,23:44.8,192.168.253.136,192.168.253.140,TCP,66,"1433  >  47252 [FIN, ACK] Seq=38 Ack=54 Win=65152 Len=0 TSval=1917816564 TSecr=2740577077"
2136,0,23:44.8,192.168.253.140,192.168.253.136,TCP,66,47252  >  1433 [ACK] Seq=54 Ack=39 Win=64256 Len=0 TSval=2740577078 TSecr=1917816564
2137,0,23:44.8,192.168.253.136,192.168.253.140,TCP,66,"445  >  54688 [FIN, ACK] Seq=42 Ack=170 Win=65024 Len=0 TSval=1917816568 TSecr=2740577070"
2138,0,23:44.8,192.168.253.140,192.168.253.136,TCP,66,54688  >  445 [ACK] Seq=170 Ack=43 Win=64256 Len=0 TSval=2740577082 TSecr=1917816568
2139,0,23:45.0,192.168.253.140,192.168.253.136,ICMP,98,"Echo (ping) request  id=0x3212, seq=8/2048, ttl=64 (reply in 2114)"
2140,0,23:45.0,192.168.253.136,192.168.253.140,ICMP,98,"Echo (ping) reply    id=0x3212, seq=8/2048, ttl=64 (request in 2113)"
2141,0,23:46.0,192.168.253.140,192.168.253.136,ICMP,98,"Echo (ping) request  id=0x3212, seq=9/2304, ttl=64 (reply in 2116)"
2142,0,23:46.0,192.168.253.136,192.168.253.140,ICMP,98,"Echo (ping) reply    id=0x3212, seq=9/2304, ttl=64 (request in 2115)"
2143,0,23:47.0,192.168.253.140,192.168.253.136,ICMP,98,"Echo (ping) request  id=0x3212, seq=10/2560, ttl=64 (reply in 2118)"
2144,0,23:47.0,192.168.253.136,192.168.253.140,ICMP,98,"Echo (ping) reply    id=0x3212, seq=10/2560, ttl=64 (request in 2117)"
2145,0,23:48.1,192.168.253.140,192.168.253.136,ICMP,98,"Echo (ping) request  id=0x3212, seq=11/2816, ttl=64 (reply in 2120)"
2146,0,23:48.1,192.168.253.136,192.168.253.140,ICMP,98,"Echo (ping) reply    id=0x3212, seq=11/2816, ttl=64 (request in 2119)"
2147,0,23:49.1,192.168.253.140,192.168.253.136,ICMP,98,"Echo (ping) request  id=0x3212, seq=12/3072, ttl=64 (reply in 2122)"
2148,0,23:49.1,192.168.253.136,192.168.253.140,ICMP,98,"Echo (ping) reply    id=0x3212, seq=12/3072, ttl=64 (request in 2121)"
2149,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,"38940  >  139 [FIN, ACK] Seq=19 Ack=1 Win=64256 Len=0 TSval=2740582063 TSecr=1917816544"
2150,1,23:49.8,192.168.253.140,192.168.253.136,TCP,74,38950  >  139 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2740582064 TSecr=0 WS=128
2151,0,23:49.8,192.168.253.136,192.168.253.140,TCP,74,"139  >  38950 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1917821551 TSecr=2740582064 WS=128"
2152,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,38950  >  139 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2740582064 TSecr=1917821551
2153,1,23:49.8,192.168.253.140,192.168.253.136,SMB,234,Negotiate Protocol Request
2154,1,23:49.8,192.168.253.140,192.168.253.136,TCP,234,"[TCP Retransmission] 38950  >  139 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=168 TSval=2740582065 TSecr=1917821551"
2155,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,139  >  38950 [ACK] Seq=1 Ack=169 Win=65024 Len=0 TSval=1917821552 TSecr=2740582065
2156,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,"139  >  38940 [FIN, ACK] Seq=1 Ack=20 Win=65152 Len=0 TSval=1917821558 TSecr=2740582063"
2157,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,38940  >  139 [ACK] Seq=20 Ack=2 Win=64256 Len=0 TSval=2740582071 TSecr=1917821558
2158,0,23:49.8,192.168.253.136,192.168.253.140,SMB,107,Negotiate Protocol Response
2159,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,38950  >  139 [ACK] Seq=169 Ack=42 Win=64256 Len=0 TSval=2740582073 TSecr=1917821560
2160,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,"38950  >  139 [FIN, ACK] Seq=169 Ack=42 Win=64256 Len=0 TSval=2740582073 TSecr=1917821560"
2161,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,"139  >  38950 [FIN, ACK] Seq=42 Ack=170 Win=65024 Len=0 TSval=1917821565 TSecr=2740582073"
2162,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,38950  >  139 [ACK] Seq=170 Ack=43 Win=64256 Len=0 TSval=2740582078 TSecr=1917821565
2163,1,23:49.8,192.168.253.140,192.168.253.136,TCP,74,47508  >  1234 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2740582105 TSecr=0 WS=128
2164,0,23:49.8,192.168.253.136,192.168.253.140,TCP,74,"1234  >  47508 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1917821592 TSecr=2740582105 WS=128"
2165,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,47508  >  1234 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2740582105 TSecr=1917821592
2166,1,23:49.8,192.168.253.140,192.168.253.136,TCP,74,47510  >  1234 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2740582106 TSecr=0 WS=128
2167,0,23:49.8,192.168.253.136,192.168.253.140,TCP,74,"1234  >  47510 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1917821594 TSecr=2740582106 WS=128"
2168,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,47510  >  1234 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2740582107 TSecr=1917821594
2169,1,23:49.8,192.168.253.140,192.168.253.136,TCP,74,32840  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2740582107 TSecr=0 WS=128
2170,0,23:49.8,192.168.253.136,192.168.253.140,TCP,74,"80  >  32840 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1917821595 TSecr=2740582107 WS=128"
2171,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,32840  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2740582108 TSecr=1917821595
2172,1,23:49.8,192.168.253.140,192.168.253.136,TCP,74,32842  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2740582109 TSecr=0 WS=128
2173,0,23:49.8,192.168.253.136,192.168.253.140,TCP,74,"80  >  32842 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1917821596 TSecr=2740582109 WS=128"
2174,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,32842  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2740582109 TSecr=1917821596
2175,1,23:49.8,192.168.253.140,192.168.253.136,TCP,74,47516  >  1234 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2740582109 TSecr=0 WS=128
2176,0,23:49.8,192.168.253.136,192.168.253.140,TCP,74,"1234  >  47516 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1917821597 TSecr=2740582109 WS=128"
2177,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,47516  >  1234 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2740582109 TSecr=1917821597
2178,1,23:49.8,192.168.253.140,192.168.253.136,TCP,74,32846  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2740582111 TSecr=0 WS=128
2179,0,23:49.8,192.168.253.136,192.168.253.140,TCP,74,"80  >  32846 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1917821599 TSecr=2740582111 WS=128"
2180,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,32846  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2740582112 TSecr=1917821599
2181,0,23:49.8,192.168.253.140,192.168.253.136,HTTP,84,GET / HTTP/1.0 
2182,0,23:49.8,192.168.253.140,192.168.253.136,HTTP,690,POST /sdk HTTP/1.1 
2183,1,23:49.8,192.168.253.140,192.168.253.136,HTTP,243,GET /nmaplowercheck1616981029 HTTP/1.1 
2184,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,1234  >  47508 [ACK] Seq=1 Ack=19 Win=65152 Len=0 TSval=1917821600 TSecr=2740582112
2185,1,23:49.8,192.168.253.140,192.168.253.136,HTTP,685,POST /sdk HTTP/1.1 
2186,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,1234  >  47510 [ACK] Seq=1 Ack=625 Win=64640 Len=0 TSval=1917821600 TSecr=2740582112
2187,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,80  >  32840 [ACK] Seq=1 Ack=178 Win=65024 Len=0 TSval=1917821600 TSecr=2740582112
2188,0,23:49.8,192.168.253.140,192.168.253.136,HTTP,248,GET /nmaplowercheck1616981029 HTTP/1.1 
2189,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,80  >  32842 [ACK] Seq=1 Ack=620 Win=64640 Len=0 TSval=1917821600 TSecr=2740582112
2190,1,23:49.8,192.168.253.140,192.168.253.136,HTTP,84,GET / HTTP/1.0 
2191,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,1234  >  47516 [ACK] Seq=1 Ack=183 Win=65024 Len=0 TSval=1917821600 TSecr=2740582112
2192,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,80  >  32846 [ACK] Seq=1 Ack=19 Win=65152 Len=0 TSval=1917821600 TSecr=2740582112
2193,0,23:49.8,192.168.253.136,192.168.253.140,HTTP,523,HTTP/1.1 404 Not Found  (text/html)
2194,0,23:49.8,192.168.253.136,192.168.253.140,HTTP,523,HTTP/1.1 404 Not Found  (text/html)
2195,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,"80  >  32842 [FIN, ACK] Seq=458 Ack=620 Win=64640 Len=0 TSval=1917821600 TSecr=2740582112"
2196,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,32840  >  80 [ACK] Seq=178 Ack=458 Win=64128 Len=0 TSval=2740582113 TSecr=1917821600
2197,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,"80  >  32840 [FIN, ACK] Seq=458 Ack=178 Win=65024 Len=0 TSval=1917821600 TSecr=2740582112"
2198,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,32842  >  80 [ACK] Seq=620 Ack=458 Win=64128 Len=0 TSval=2740582113 TSecr=1917821600
2199,0,23:49.8,192.168.253.136,192.168.253.140,TCP,7306,"80  >  32846 [PSH, ACK] Seq=1 Ack=19 Win=65152 Len=7240 TSval=1917821601 TSecr=2740582112 [TCP segment of a reassembled PDU]"
2200,0,23:49.8,192.168.253.136,192.168.253.140,HTTP,4018,HTTP/1.1 200 OK  (text/html)
2201,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,"80  >  32846 [FIN, ACK] Seq=11193 Ack=19 Win=65152 Len=0 TSval=1917821601 TSecr=2740582112"
2202,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,32846  >  80 [ACK] Seq=19 Ack=7241 Win=60672 Len=0 TSval=2740582114 TSecr=1917821601
2203,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,32846  >  80 [ACK] Seq=19 Ack=11193 Win=57600 Len=0 TSval=2740582114 TSecr=1917821601
2204,0,23:49.8,192.168.253.136,192.168.253.140,HTTP,3947,HTTP/1.1 400 Bad Request  (text/html)
2205,0,23:49.8,192.168.253.136,192.168.253.140,HTTP,3953,HTTP/1.1 400 Bad Request  (text/html)
2206,0,23:49.8,192.168.253.136,192.168.253.140,HTTP,3995,HTTP/1.1 400 Bad Request  (text/html)
2207,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,47508  >  1234 [ACK] Seq=19 Ack=3882 Win=62592 Len=0 TSval=2740582115 TSecr=1917821602
2208,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,47510  >  1234 [ACK] Seq=625 Ack=3888 Win=62592 Len=0 TSval=2740582115 TSecr=1917821602
2209,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,47516  >  1234 [ACK] Seq=183 Ack=3930 Win=62592 Len=0 TSval=2740582115 TSecr=1917821602
2210,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,"1234  >  47508 [FIN, ACK] Seq=3882 Ack=19 Win=65152 Len=0 TSval=1917821602 TSecr=2740582115"
2211,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,"1234  >  47510 [FIN, ACK] Seq=3888 Ack=625 Win=64640 Len=0 TSval=1917821602 TSecr=2740582115"
2212,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,"1234  >  47516 [FIN, ACK] Seq=3930 Ack=183 Win=65024 Len=0 TSval=1917821602 TSecr=2740582115"
2213,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,"47508  >  1234 [FIN, ACK] Seq=19 Ack=3883 Win=64128 Len=0 TSval=2740582122 TSecr=1917821602"
2214,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,1234  >  47508 [ACK] Seq=3883 Ack=20 Win=65152 Len=0 TSval=1917821609 TSecr=2740582122
2215,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,"47510  >  1234 [FIN, ACK] Seq=625 Ack=3889 Win=64128 Len=0 TSval=2740582131 TSecr=1917821602"
2216,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,"32840  >  80 [FIN, ACK] Seq=178 Ack=459 Win=64128 Len=0 TSval=2740582132 TSecr=1917821600"
2217,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,1234  >  47510 [ACK] Seq=3889 Ack=626 Win=64640 Len=0 TSval=1917821619 TSecr=2740582131
2218,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,80  >  32840 [ACK] Seq=459 Ack=179 Win=65024 Len=0 TSval=1917821619 TSecr=2740582132
2219,1,23:49.8,192.168.253.140,192.168.253.136,TCP,74,32848  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2740582132 TSecr=0 WS=128
2220,0,23:49.8,192.168.253.136,192.168.253.140,TCP,74,"80  >  32848 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1917821620 TSecr=2740582132 WS=128"
2221,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,"32842  >  80 [FIN, ACK] Seq=620 Ack=459 Win=64128 Len=0 TSval=2740582133 TSecr=1917821600"
2222,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,32848  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2740582133 TSecr=1917821620
2223,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,80  >  32842 [ACK] Seq=459 Ack=621 Win=64640 Len=0 TSval=1917821620 TSecr=2740582133
2224,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,"47516  >  1234 [FIN, ACK] Seq=183 Ack=3931 Win=64128 Len=0 TSval=2740582135 TSecr=1917821602"
2225,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,1234  >  47516 [ACK] Seq=3931 Ack=184 Win=65024 Len=0 TSval=1917821623 TSecr=2740582135
2226,1,23:49.8,192.168.253.140,192.168.253.136,TCP,74,47522  >  1234 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2740582136 TSecr=0 WS=128
2227,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,"32846  >  80 [FIN, ACK] Seq=19 Ack=11194 Win=64128 Len=0 TSval=2740582136 TSecr=1917821601"
2228,0,23:49.8,192.168.253.136,192.168.253.140,TCP,74,"1234  >  47522 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1917821623 TSecr=2740582136 WS=128"
2229,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,80  >  32846 [ACK] Seq=11194 Ack=20 Win=65152 Len=0 TSval=1917821623 TSecr=2740582136
2230,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,47522  >  1234 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2740582136 TSecr=1917821623
2231,1,23:49.8,192.168.253.140,192.168.253.136,TCP,74,32852  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2740582137 TSecr=0 WS=128
2232,0,23:49.8,192.168.253.136,192.168.253.140,TCP,74,"80  >  32852 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1917821624 TSecr=2740582137 WS=128"
2233,1,23:49.8,192.168.253.140,192.168.253.136,TCP,74,47526  >  1234 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2740582137 TSecr=0 WS=128
2234,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,32852  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2740582137 TSecr=1917821624
2235,1,23:49.8,192.168.253.140,192.168.253.136,HTTP,229,GET /evox/about HTTP/1.1 
2236,0,23:49.8,192.168.253.136,192.168.253.140,TCP,74,"1234  >  47526 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1917821624 TSecr=2740582137 WS=128"
2237,0,23:49.8,192.168.253.140,192.168.253.136,HTTP,234,GET /evox/about HTTP/1.1 
2238,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,80  >  32848 [ACK] Seq=1 Ack=164 Win=65024 Len=0 TSval=1917821624 TSecr=2740582137
2239,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,47526  >  1234 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2740582137 TSecr=1917821624
2240,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,1234  >  47522 [ACK] Seq=1 Ack=169 Win=65024 Len=0 TSval=1917821625 TSecr=2740582137
2241,1,23:49.8,192.168.253.140,192.168.253.136,HTTP,224,GET /HNAP1 HTTP/1.1 
2242,0,23:49.8,192.168.253.140,192.168.253.136,HTTP,229,GET /HNAP1 HTTP/1.1 
2243,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,80  >  32852 [ACK] Seq=1 Ack=159 Win=65024 Len=0 TSval=1917821625 TSecr=2740582137
2244,0,23:49.8,192.168.253.136,192.168.253.140,HTTP,523,HTTP/1.1 404 Not Found  (text/html)
2245,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,"80  >  32848 [FIN, ACK] Seq=458 Ack=164 Win=65024 Len=0 TSval=1917821625 TSecr=2740582137"
2246,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,32848  >  80 [ACK] Seq=164 Ack=458 Win=64128 Len=0 TSval=2740582138 TSecr=1917821625
2247,0,23:49.8,192.168.253.136,192.168.253.140,HTTP,523,HTTP/1.1 404 Not Found  (text/html)
2248,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,"80  >  32852 [FIN, ACK] Seq=458 Ack=159 Win=65024 Len=0 TSval=1917821625 TSecr=2740582137"
2249,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,1234  >  47526 [ACK] Seq=1 Ack=164 Win=65024 Len=0 TSval=1917821625 TSecr=2740582137
2250,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,32852  >  80 [ACK] Seq=159 Ack=458 Win=64128 Len=0 TSval=2740582138 TSecr=1917821625
2251,0,23:49.8,192.168.253.136,192.168.253.140,HTTP,3967,HTTP/1.1 400 Bad Request  (text/html)
2252,0,23:49.8,192.168.253.140,192.168.253.136,TCP,66,47522  >  1234 [ACK] Seq=169 Ack=3902 Win=62592 Len=0 TSval=2740582139 TSecr=1917821626
2253,0,23:49.8,192.168.253.136,192.168.253.140,TCP,66,"1234  >  47522 [FIN, ACK] Seq=3902 Ack=169 Win=65024 Len=0 TSval=1917821626 TSecr=2740582139"
