No,Snort,Time,Source,Destination,Protocol,Length,Info
1,1,23:37.8,192.168.253.140,192.168.253.136,ICMP,98,"Echo (ping) request  id=0x3212, seq=1/256, ttl=64 (no response found!)"
2,1,23:37.8,192.168.253.140,192.168.253.136,ICMP,98,"Echo (ping) request  id=0x3212, seq=1/256, ttl=64 (no response found!)"
3,0,23:38.4,VMware_ce:ef:0c,Broadcast,ARP,60,Who has 192.168.253.136? Tell 192.168.253.140
4,0,23:38.4,VMware_5c:75:2f,VMware_ce:ef:0c,ARP,60,192.168.253.136 is at 00:0c:29:5c:75:2f
5,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  199 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
6,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1025 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
7,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  25 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  587 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  993 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"199  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  256 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1025  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  135 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
14,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"25  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
15,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  3306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
16,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"587  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
17,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"993  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
18,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  143 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
19,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"256  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
20,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  554 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
21,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"135  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
22,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"3306  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
23,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"143  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
24,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"554  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
25,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  21 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
26,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,[TCP Out-Of-Order] 45782  >  21 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
27,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  445 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
28,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  3389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
29,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
30,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  113 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
31,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"21  >  45782 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
32,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  5900 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
33,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"445  >  45782 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
34,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  21 [RST] Seq=1 Win=0 Len=0
35,0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  445 [RST] Seq=1 Win=0 Len=0
36,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  23 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
37,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"3389  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
38,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  22 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
39,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,[TCP Out-Of-Order] 45782  >  22 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
40,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  8888 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
41,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  8080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
42,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  80 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
43,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
44,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  111 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
45,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  53 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
46,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"443  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
47,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"113  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
48,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  139 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
49,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1720 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
50,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  995 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
51,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1723 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
52,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  3325 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
53,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  2500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
54,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"5900  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
55,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"23  >  45782 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
56,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"22  >  45782 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
57,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"8888  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
58,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"8080  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
59,0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  23 [RST] Seq=1 Win=0 Len=0
60,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"80  >  45782 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
61,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  22 [RST] Seq=1 Win=0 Len=0
62,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"110  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
63,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"111  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
64,0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  80 [RST] Seq=1 Win=0 Len=0
65,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"53  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
66,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"139  >  45782 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
67,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1720  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
68,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"995  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
69,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1723  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
70,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"3325  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
71,0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  139 [RST] Seq=1 Win=0 Len=0
72,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"2500  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
73,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1201 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
74,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
75,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  8994 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
76,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1201  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
77,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  5988 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
78,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"222  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
79,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  902 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
80,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  5054 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
81,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"8994  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
82,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1301 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
83,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"5988  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
84,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1166 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
85,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"902  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
86,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  5911 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
87,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"5054  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
88,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  49155 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
89,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1301  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
90,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  7676 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
91,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1166  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
92,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"5911  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
93,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"49155  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
94,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"7676  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
95,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  20000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
96,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  6510 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
97,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1022 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
98,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"20000  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
99,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  2020 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
100,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"6510  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
101,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  9618 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
102,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1875 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
103,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1022  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
104,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  5120 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
105,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"2020  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
106,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  8009 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
107,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"9618  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
108,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1783 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
109,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1875  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
110,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1123 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
111,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"5120  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
112,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"8009  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
113,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1641 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
114,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1783  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
115,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1113 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
116,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1123  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
117,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1641  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
118,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  2004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
119,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1113  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
120,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1721 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
121,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"2004  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
122,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1089 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
123,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1721  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
124,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  4444 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
125,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1089  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
126,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  2106 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
127,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"4444  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
128,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"2106  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
129,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1059 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
130,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1059  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
131,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  2048 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
132,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"2048  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
133,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  6789 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
134,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  8093 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
135,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  9100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
136,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"6789  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
137,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"8093  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
138,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  5877 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
139,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  2725 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
140,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"9100  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
141,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  714 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
142,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"5877  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
143,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1494 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
144,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"2725  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
145,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  55056 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
146,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"714  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
147,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1187 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
148,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1494  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
149,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"55056  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
150,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  843 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
151,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1187  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
152,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"843  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
153,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1054 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
154,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  10002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
155,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  161 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
156,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1054  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
157,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"10002  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
158,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  31337 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
159,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  34572 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
160,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"161  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
161,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  49152 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
162,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"31337  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
163,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  2007 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
164,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"34572  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
165,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  9081 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
166,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"49152  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
167,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  19283 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
168,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  5922 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
169,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"2007  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
170,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  668 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
171,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"9081  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
172,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"19283  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
173,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  2222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
174,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"5922  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
175,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  2000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
176,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"668  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
177,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  7070 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
178,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"2222  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
179,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  2394 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
180,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"2000  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
181,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  9002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
182,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"7070  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
183,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  9968 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
184,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"2394  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
185,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  16001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
186,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"9002  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
187,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  8222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
188,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"9968  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
189,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  10778 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
190,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"16001  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
191,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  26 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
192,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"8222  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
193,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  3071 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
194,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"10778  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
195,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  481 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
196,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"26  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
197,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"3071  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
198,1,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  4001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
199,0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"481  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
