Snort,Time,Source,Destination,Protocol,Length,Info
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1059 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1059  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  2048 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"2048  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  6789 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  8093 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  9100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"6789  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"8093  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  5877 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  2725 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"9100  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  714 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"5877  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1494 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"2725  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  55056 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"714  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1187 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1494  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"55056  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  843 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1187  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"843  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1054 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  10002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  161 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1054  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"10002  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  31337 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  34572 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"161  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  49152 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"31337  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  2007 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"34572  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  9081 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"49152  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  19283 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  5922 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"2007  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  668 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"9081  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"19283  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  2222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"5922  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  2000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"668  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  7070 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"2222  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  2394 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"2000  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  9002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"7070  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  9968 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"2394  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  16001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"9002  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  8222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"9968  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  10778 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"16001  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  26 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"8222  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  3071 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"10778  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  481 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"26  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"3071  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  4001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"481  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  9929 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"4001  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"9929  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  1065 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.136,192.168.253.140,TCP,60,"1065  >  45782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  8899 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0,23:38.5,192.168.253.140,192.168.253.136,TCP,60,45782  >  515 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
